Query	UserId	Lenth
"Здравствуйте. Автомобиль в лизинге , у нас право пользование арендой 
кто оплачивает транспортный налог?"	8677676	15
Здравствуйте! Может ли сотрудница заменить расчетные годы при оформлении больничного по беременности и родам?	642230	14
ДД, как можно отправить работника в отпуск без содержания? какие правила и тонкости ?	9327184	14
здравствуйте, подскажите, должна ли строка 1370 баланса быть равна строке 2300 отчета о фин.результатах	8906272	14
Подскажите пожалуйста, входят ли курсовые разницы в первоначальную стоимость оборудования, при постановке на учет?	6874346	14
приобрели мониторы во 2 квартале для собственных нужд, надо ли отчитываться по прослеживаемым товарам?	9613390	14
Добрый вечер ! по НДС подается уведомление и можно НДС платить частями по 1/3	8039380	14
Добрый день. При каких условиях можно заменить дополнительный отпуск (северный) на компенсацию без увольнения?	3424948	14
Доброе утро, подскажите пожалуйста гле прописан список услуг которые могут оказывать самозанятые юр лицам?	5696031	14
Добрый день! Скажите пожалуйста, нужно ли платить аванс сотруднику, если он был в отпуске	11814336	14
Здравствуйте! Надо распечатывать книгу покупок и книгу продаж, если декларация сдается в эл виде?	15980358	14
скажите пожалуйста на валютный контроль нужно ставить сделки в иностранной валюте между резидентами РФ?	476100	14
нужно ли подавать декларацию о ввозе из еаэс, если товар получили напрямую из европы	2678027	14
Здравствуйте, подскажите пожалуйста, не верно подали уведомление за июль на НДФЛ, как можно исправить?	10350764	14
Добрый день! Как отразить в учете расходы на покупку авиабилетов для сотрудников по безналу?	18999446	14
"Добрый день! Как исправить ошибку ККТ в чеке коррекция операция ""приход"". Не выделен НДС."	18629877	14
Добрый день! Нужно ли включать в справку о доходах 2-НДФЛ компенсацию отпуска при увольнении?	221632	14
Добрый вечер. При регистрации ип в какой момент нужно подавать заявление на выбор УСН?	3189268	14
Добрый день. Как заполнить 6 НДФЛ если есть задолженность по зарплате за 2022 год	322055	14
Добрый день. Просьба найти реквизиты для перечисления взносов на обязательное страхование от несчастных случаев	7594240	14
Доброе утро, можно ли с 2023 года перейти на балансовый метод учета ПБУ 18/02?	746854	14
Здравствуйте. Если компания получила IT аккредитацию, то с какого периода действуют льготы по налогообложению?	4634836	14
добрый день! какой срок вынесения решения после того как получили акт по камеральной проверке?	983936	14
Добрый день. Компания покупает для сотрудников чай, сахар. Можно ли принять НДС к вычету?	20500852	14
Здравствуйте. Подскажите, пожалуйста, как оформляется по бухгалтерскому учету лизинг у лизингополучателя в 2023 г	6208244	14
добрый день ,Ю дайте пожалуйста форму приказа о назначении ИО на время отпуска директора	601806	14
Здравствуйте. Возврат товара от покупателя (качественного и некачественного) Какие документы оформляются при этих случаях?	19319375	14
Доброе утро! Какая сумма единовременного пособия при рождении ребенка? На неё устанавливается районный коэффициент?	4718756	14
Здравствуйте! Какие документы должны быть оформлены при отправлении в командировку сотрудника на личном автомобиле?	4124612	14
Добрый день! Входит ли в состав накладных расходов в строительстве покупка спецодежды для рабочих?	7522261	14
Добрый день. Можно ли заключить агентский договор с самозанятым (налогоплательщик налога на профессиональный доход)	10899032	14
Добрый день. Нужно ли составлять путевой лист для автопогрузчика, который передвигается по складу организации?	14030603	14
как оформить предоставление займа организации , если единственный учредитель и генеральный директор одно лицо	18368554	14
Добрый день. Какие проводки надо использовать в бухгалтерском учете, если автомобиль купили в лизинг?	618516	14
Добрый день. Подскажите, пожалуйста. какую сумму НДФЛ в уведомлении енп указывать: начисленную или уплаченную?	17676552	14
чтобы закрыть ИП на Осно какие отчеты нужно сдать перед подачей заявления на закрытие?	9318274	14
нужно ли подавать уведомление за 2 квартал по УСН(15%), если за полугодие уменьшение налога	6236371	14
Подскажите, где в НК прописано, что счет-фактура на аванс должна быть привязана к оплатам?	18435993	14
Добрый день. Начисляется ли НДФЛ на компенсацию использование работником личного автомобиля для служебных целей	4719125	14
Какие коммерческие организации должны пройти обязательный аудит по итогам 23 года , какие критерии	3667766	14
Скажите пожалуйста, по каким реквизитам перечислять взносы на травматизм по Мо, г. Истра.	745653	13
Добрый день! Подскажите, до какой предельной суммы начисления применяются вычеты НДФЛ за ребенка?	1713901	13
Может ли компания принять расходы по текущему ремонту арендованного автомобиля в налоговом учете	12843887	13
как отразить беспроцентный займ от организации в другую организацию в бу и ну?	12717601	13
Добрый день. Уточните условия прощения долга ООО физическому лицу (сотруднику и не сотруднику)	100202	13
добрый день, вопрос следующий , все ли детские товары попадают под ндс 10%	5863340	13
Добрый день! УСН доходы , какая налоговая ставка для ИП в Элисте ?	20235820	13
Может ли директор дать ООО беспроцентный займ наличными средствами? Как это правильно оформить?	768024	13
Добрый день, какой код ставится в статусе плательщика при оплате взносов на травматизм	3498999	13
Добрый день! Подскажите, пожалуйста, как перенести остатки при реорганизации фирмы в виде присоединения?	18104437	13
Добрый день! Какой период с момента открытия организации директор может работать без зарплаты?	18651254	13
Добрый день! Как можно сдать декларации по УСН или ЕСХН при закрытии ИП?	5235588	13
Добрый день. Подскажите порядок удержания штрафов ГБДД с сотрудников, нарушений на служебной машине.	18969385	13
Здравствуйте, как платить аванс если сотрудник был в отпуске в первой половине месяца?	6318566	13
Добрый день, может ли работодатель возместить сотруднику оплату за абонемент в фитнесс зал?	9647800	13
добрый день вопрос кто и как проводит проверку на обесценение запасов и ОС	17421440	13
Добрый день! как можно получить закрывающие документы? в конце срока подписки или ежемесячно?	20338422	13
Доброе утро. Как пересдать корректирующий отчёт по рсв. Был указан не правильный снилс	471463	13
Здравствуйте! Нужно ли подтверждать ежегодно вычеты на детей, обучающиеся в высшем учебном заведении?	287977	13
проводки у лизингополучателя, когда по соглашению с лизингодателем передает имущество в другую организацию	6424928	13
Добрый день! Можно подробные формулы и пояснения как руками рассчитать налог на прибыль?	953442	13
Вопрос. Платеж по системе СБП физическому лицу. Нужно ли пробивать чек по онлайн-кассе?	4264533	13
добрый день . нужен образец ходатайство о продлении патента иностранного гражданина образец 2023	2052020	13
Добрый день! подскажите пожалуйста КБК по страховым взносам на травматизм в 2023 г	72705	13
Вопрос: проводили спецоценку рабочих мест в 2018г., через какое время необходимо проводить заново?	289033	13
"добрый день!
Скажите нужно ли подавать уведомление по фиксированным страховым взносам за 2023 год"	6818512	13
Добрый день! Компания для сотрудников приобрела абонементы фитнесс клуб, как учесть их ?	3318881	13
Добрый день. Вопрос по учёту шин ТС в организации. Прошу подсказать документальное оформление.	18969385	13
У упрощенца есть покупки и реализация с ндс.Декларацию заполнять? Книги регистрировать? НДС платить?	5970815	13
При каких условиях мы может принять счёт-фактуру на аванс от поставщика к учёту?	18740308	13
Добрый день! Подскажите пожалуйста нужно в справке о стоимости ущерба включать НДС? Спасибо!	1892653	13
Добрый день! Автомобиль в лизинге. Расходы на содержание автомобиля уменьшают налог на прибыль?	9356784	13
Добрый день , какой отчет надо сдавать в военкоматы , если мы ООО	8708357	13
Добрый вечер! Подскажите проводки по начислению недоимки по итогам выездной проверки по НДС.	13231787	13
Здравствуйте! Принимаются ли расходы на страхование ОСАГО транспортного средства (экскаватора) при УСН доходы-расходы?	8243619	13
Есть ли предельная сумма отчислений в резерв на оплату отпусков в налоговом учете	1619525	13
Здравствуйте! А есть образец согласия на обработку персональных данных при приеме на работу?	270766	13
Добрый день! Как подать корректировку в уведомлении, если изменилась сумма налога ( уменьшилась)	7997305	13
Можно ли включить транспортные расходы по доставке основного средства в расходы текущего периода,	7741197	13
Добрый день. Физлицо принято по договору ГПХ. Нужно ли на него сдавать ЕФС-1?	19108763	13
Здравствуйте! Мы передаем часть офиса в субаренду. Как нам провести в бухгалтерском учете?	835572	13
как ИП получить выплату на ребенка до 1,5 лет?у ИП же нет 2ндфл?	811234	13
Какой срок для подачи уточненных налоговых деклараций (к доначислению НДС) по исправлению ошибок?	5463825	13
Как составить и сдать уведомление по ЕНП с 1 октября 2023 года	3523201	12
Добрый день, можем ли мы принять на работу работника без военного билета?	181529	12
"День добрый.
Подскажите, как можно восстановить трудовую книжку сотрудника, если она была утерена?"	3639026	12
Добрый день, нужна форма: справка работнику о доходах за последние 3 месяца.	3656555	12
Добрый день, помогите найти решение единственного учредителя об утверждении окончательного ликвидационного баланса	16210087	12
Добрый день. Подскажите, что нужно сдавать в военкомат какие уведомления или отчеты?	14998762	12
как расчитать авансовый платеж по транспортному налогу в 2023 по г Москве	1821819	12
Как составить и сдать уведомление по ЕНП с 1 октября 2023 года	18794627	12
"Добрый день!
Можно ли принять расходы на корпоратив если организация на ОСНО ?"	11389334	12
Здравствуйте. Нужно ли подавать нулевые персонифицированные сведения, если у компании нет сотрудников?	4524827	12
Добрый день. Подскажите пожалуйста в транспортных накладных нужны печати организации или нет?	17808054	12
Как составить и сдать уведомление по ЕНП с 1 октября 2023 года	391541	12
Добрый день. Может ли быть физ лицо одновременно и самозанятым и ИП?	11771574	12
Беспроцентный займ от физлица не учредителя. Будет ли у ООО внереализационный доход?	4657767	12
Как составить и сдать уведомление по ЕНП с 1 октября 2023 года	8093426	12
Как составить и сдать уведомление по ЕНП с 1 октября 2023 года	112239	12
Здравствуйте! Подскажите, пожалуйста, момент начисления НДФЛ и страховых взносов по договорам ГПХ.	9605506	12
Добрый день. Подскажите пруд в сельском хозяйстве к какой амортизационной группе относится?	4241010	12
добрый день. какие отчеты и сроки по воинскому учету надо сдавать отчеты	2977952	12
Добрый день, какоц код по ОКЗ будет по должности инженер по проекту?	3521276	12
Добрый день. Как отразить в 1 с комиссию за выдачу банковской гарантии	3118006	12
Подается ли косвенная декларация по импортным поставкам в СЭЗ, ставка НДС 0%	15504160	12
Добрый день! Подскажите, пожалуйста, как оформить платежное поручение по задолженности по алиментам?	2703726	12
Добрый день! Пришлите пожалуйста образец приказа о назначении ответственного за пожарную безопасность	13219981	12
"Добрый день!
как подтвердить что компания на усн если утеренно уведомление о переходе"	13330734	12
Добрый день. Какой срок перечисления НДФЛ по договору аренды в 2023 году?	20500852	12
Как заполнить транспортный раздел 1-т, если организация своим транспортом осуществляет доставку покупателю	803058	12
Здравствуйте! На что можно тратить денежные средства со специального счета по гособоронзаказу?	2284289	12
Здравствуйте! какие документы должен предоставить самозанятый компании компании ,которой он оказывал услуги?	3552824	12
добрый день. У вас можно найти ставки рефинасирования цб за 2021 год?	7025946	12
Добрый день! Может ли ООО выдать беспроцентный займ сотруднику на приобретение жилья	12427275	12
добрый день! Квартира в жилом монолитном доме. к какой группе амортизационной относится	7016075	12
Добрый день. Как оформить КЭП для работы в ЕГАИС на сотрудника организации?	10877493	12
доброе утро! счет-оферта на услуги, бланк и образец заполнения, пришлите пожалуйста, спасибо	3393977	12
Добрый день . Можно ли выплатить пособие на погребение через зарплатный проект?	2904902	12
Добрый день!подскажите учет ,проводки по лизингу у лизингодателя и лизингополучателя,БУ и НУ.Спасибо	417085	12
у организации на балансе есть электроштабелёр, должна ли организация платить транспортный налог?	1624538	12
можно ли оказывать материальную помощь раз в квартал в связи с инфляцией	2159104	12
Добрый день. Какие документы запросить у самозанятого для должной осмотрительности юридических лиц?	8636967	12
Добрый день. подскажите как рассчитать компенсацию за неиспользованный отпуск при увольнении. Спасибо	6080984	12
можно ссылку на основании чего компенсация включается в 070 строку персонифицированного отчета?	5248464	12
Пришлите пожалуйста ссылку , как учитывать разъездной характер работы, какие есть нюансы	476100	12
Здравствуйте! Подскажите пожалуйста, какие пени (штрафы) за неполную (половину) уплату страховых взносов?	5281837	12
добрый день. Изменился ли порядок подачи уведомлений по НДФЛ в августе 2023?	2251738	12
Самозанятый работает в организации, он оплатил в организацию, теперь налоговая хочет оштрафовать	20552885	12
Добрый день. Если сотрудник находился два года на больничном. Ему положен отпуск?	15901462	12
Добрый день. Мне нужна информация по учету выкупной стоимости по договору лизинга.	4806548	12
что является подтверждением того, что сотрудник едет в командировку по делам организации?	10509198	12
Возврат товара поставщику (Поставщик работает без НДС). Должен ли поставщик оформить КСФ	3659191	12
образец платежного поручения на уплату фиксированного взноса ИП в 2023 году	3133819	11
День добрый. Подскажите, пожалуйста. Можем мы не проводить больничный лист? Спасибо	322502	11
Как правильно заполнить 6 ндфл , если есть задержка по зарплате	5746265	11
нужно ли издавать приказ об утилизации документов с истекшим сроком хранения?	4808226	11
очередность удержания по исполлистам, алименты 50% и задолженность по кредитам 50%	4449177	11
добрый день, может ли человек одновременно быть и самозанятым и ИП?	16132148	11
как составить и сдать уведомление по енп с 01 октября 2023	351493	11
Добрый день! Подскажите на какой счет отнести затраты по банковской гарантии	15775781	11
Здравствуйте! Интересует вопрос нужно ли начислять амортизацию на арендованные земельные участки	9525534	11
Добрый день. Может ли ИП оформить себе пособие на рождение ребенка?	3118006	11
как составить и сдать уведомление по енп с 1 октября 2023	18735744	11
платить ли аванс если сотрудник был в отпуске или в командировке	18980417	11
Добрый день. Кто должен платить авансовые платежи по налогу на прибыль?	4166282	11
Добрый день! какие выплаты материнского капитала положены за рождение 3 ребенка	2684960	11
добрый день ,платить ли аванс если сотрудник был в отпуске ?	3361357	11
Здравствуйте! Вопрос? Как передать спецтехнику учредителю в счет дивидендов. И проводки	13162854	11
подскажите бухучет и налогообложение представительских расходов, есть ли ограничения по сумме	8990967	11
Добрый день! Как получить из налоговой инспекции Уведомление о применении УСН?	410728	11
надо ли уведомлять военкомат о новом сотрудники, какие санкции если да	19093440	11
Добрый день! Прошу вас прислать образец заполнения ЛИСТА Г формы Р13014.Спасибо.	7097160	11
Здравствуйте! Подскажите,как можно списать испорченные от долгого хранения на складе детали?	572801	11
Здравствуйте. скажите пожалуйста, пожет гражданин киргизии оформиться самозанятым в РФ? спасибо!	13502251	11
какова норма расхода дизельного топлива на MERCEDES-BENZ SPRINT мощность двигателя 142,8л,с,	231066	11
День добрый, подскажите пожалуйста, может ли директор-единственный учредитель, работать без зарплаты?	13897330	11
Добрый день! материальная помощь на рождение может быть меньше 50 тысяч?	2971077	11
Добрый день!Можно ли выплатить суточные сотруднику после или во время командировки?	19689771	11
могут ли субъекты среднего предпринимательства применять пониженные тарифы по страховым взносам	1619525	11
.добрый день. Просьба прислать образец бланка путевого листа, действующего с 01.09.2023г.	17422717	11
Добрый день, подскажите пожалуйста, материальная помощь какими взносами и налогами облагается?	3551719	11
Добрый день! Подскажите, пожалуйста, предприятие на УСН налог на землю платит?	5484540	11
то есть РСВ (если период год) подавать правопреемнику за год нужно?	2658445	11
Добрый день. вопрос как удерживаются алименты с больничного который перечисляет ФСС?	3198921	11
Здравствуйте! Нужно ли сдавать нулевые уведомления по страховым взносам и НДФЛ?	3025432	11
Какой период ставить в уведомлении если ндфл был отправлен 28.07.2023г. август?	1796716	11
Доброго дня, по договору ГПХ страховые взносы платятся в каком размере?	402882	11
Добрый день! Как отразить в бухгалтерском учете суточные, начисленные сверх нормы	18003452	11
Добрый день. Как произвести расчет компенсации за несвоевременную выплату заработной платы?	5962500	11
Здравствуйте!Надо ли отправлять уведомление при УСН(15%) за полугодие 2023,если аванса нет?	12347403	11
Можно ли с обеспечительного платежа ОСНО (ООО) не платить авансовый НДС?	20437863	11
Включается ли в расходы по ЕСХН сумма уплаченного в бюджет НДС?	915927	11
И такой вопрос, отдали на благотворительность продукцию, нужно ли начислять НДС	423857	11
Добрый день, я задавала вопрос по услугам фитнес центра, ответа нет	20188864	11
Добрый день! Мы импортеры шин, надо ли нам платить экологический сбор	18317419	11
При выставлении контрагентом исправительной счет-фактуры надо ли предоставляться исправительную накладную (ТОРГ-12)?	8785292	11
Добрый день. На какой срок может учредитель дать организации беспроцентный займ?	215377	11
добрый день. Подскажите пожалуйста новые реквизиты для перечисления Единого налогового платежа	7594240	11
Добрый день. Нужно ли удерживать алименты с аванса в 2023 году?	10899032	11
Как применять правильно вычет по ндс в течении трёх летнего срока	19109740	11
Добрый день. Не могу понять ,обязательно ли самозанятому автоперевозчику быть ИП?	4499177	11
Здравствуйте. Подскажите, пожалуйста, какой размер компенсации на автомобиль можно выделить сотруднику.	566931	11
добрый день! подскажите пож-та что можно оплачивать с корпоративной карты ООО?	19644448	11
Какие документы должен предоставить самозанятый при заключении договора с ним?	18647111	10
Здравствуйте. Скажите пожалуйста какой код окз установить менеджеру по снабжению.	20463506	10
До какой даты действует статус налогоплательщика 02 в платежных поручениях?	756526	10
Добрый, как правильно отразить в учете санаторные путевки, по сч.50.3?	9198755	10
Как правильно оприходовать пожертвование в виде основного средства? Бухгалтерские проводки	19379206	10
подскажите пожалуйста а/м штрафы ГИБДД не учитываются для уменьшения налогообложения?	600232	10
если аннулировали реализации, и нарушили нумерацию счет фактур, какие последствия?	3006822	10
как составить и сдать уведомление по енп с 1 октября	9317806	10
Добрый день. Шаблон приказа на проведение текущего ремонта арендованного имущества	6630538	10
Добрый день. к какой амортизационной группе отнести оборудование для производства	3389895	10
Добрый день! Как выплатить дивиденды за 2022 год в текущем?	2248842	10
как составить и сдать уведомление по енп с 01 октября	188266	10
Добрый вечер. Если ИП на ОСН. как заполнить 3 ндфл?	242780	10
Добрый день. Сроки сдачи отчетности при реорганизации в форме присоединения	10899032	10
При покупке авиабилетов самозанятым Юр.лицо (сторона договора) должно удерживать НДФЛ?	4451331	10
Как составить и сдать уведомление по ЕНП с 01.10.23 г.?	10925874	10
как составить и сдать уведомление по ЕНП с 1 октября	3857040	10
Добрый день. Подскажите проводки вклада в имущество от другой организации	1575741	10
к какой категории относится квадроцикл снегоблотоход при расчете транспортного налога	19093440	10
Добрый день! надо заполнить форму - требуется Единый казначейский счет	623278	10
Здравствуйте.Электронный счет-фактура отправлен позже, чем выставлен: когда возможен вычет НДС	1900357	10
как составить и сдать уведомление по енп с 1 октября	4598816	10
взаимозачет проводится по К-т займы за выполненные работы по Д-ту	20661498	10
здравствуйте, вышлите пожалуйста образец заполнения платежного поручения оплаты услуг самозанятому	14750921	10
Добрый день. Вопрос: нужен ли путевой лист на электропогрузчик ?	4084612	10
Добрый день! Как в 1С настроить вкладку ведение налогового учета	20168879	10
Добрый, выдан валютный займ нерезиденту на каком счете вести учет,58?	9198755	10
Добрый день. Какие документы необходимы для получения патента гражданину Таджикистана?	13463437	10
покупка автомобиля в лизинг июль 2023г., бухгалтерский и налоговый учет	9509351	10
Здравствуйте,по какому КБК платить фиксированные платежи на ИП в 2023году?	1644146	10
Добрый день, подскажите пожалуйста какой минимальный срок амортизации для автомобиля?	4547120	10
Здравствуйте. Образец пут листов с 1 сентября для грузовых авто	3118013	10
с какой строке отчета РСВ увидеть среднесписочную на 01.10.2022 года?	6596658	10
Здравствуйте! Уведомления по начисленным фиксированным взносам ИП не подаём же?	532717	10
Добрый день!Может ли некоммерческая организация применять налоговый режим АУСН ?	12063470	10
Добрый день. Подскажите, пожалуйста, как учитывать госпошлину на вилочный погрузчик?	7210456	10
добрый день. образец приказа по отпуску по беременности и родам	471463	10
Добрый день, какие ограничения - лимиты по патенту? розничная торговля	1859095	10
Здравствуйте.при приобретении ОС обязательно указывать ликвидационную стоимость. или можно поставить-0.	17105777	10
Здравствуйте! Подскажите платежки со статусом 02 отменили с какого времени?	3465255	10
Добрый день! может ли самозанятый сдавать в аренду нежилое помещение?	1997906	10
Как заполнить путевой лист с 1 сентября 2023 года	20369075	9
пособие при постановке на учет в ранние сроки беременности	2451274	9
Добрый день! На какой срок можно оформлять командировку максимальный?	3279453	9
какой перечень расходов принимается при УСН доходы минут расходы	6637724	9
Что лучше оформить с директором нна использование личного авто	6069441	9
"День добрый""В каких случаях в уведомлении показываются отрицательные суммы"	2786706	9
прием на работу сотрудника, который ранее утерял трудовую книжку	2777097	9
Здравствуйте! Заплатили пени. Как их учитывать правильно отржаать ЕНП?	1738620	9
Добрый день! Каким образом нумеруются корректировочные и исправительные счета-фактуры?	5338701	9
проживаю на территории днр паспорт украина какой процент подох.налога	19018172	9
можно ли учесть в расходах гсм без путевых листов	229703	9
Можно ли учитывать консультационные услуги в расходах по УСН?	17189714	9
Здравствуйте, на какой счет расходов закрыть госпошлину для суда?	17829882	9
Здравствуйте! Скажите пожалуйста какие виды услуг попадают под патент?	448688	9
как составить уведомление по енп с 01 октября 2023	5172478	9
За какой предыдущий период проводит ФНС при выездной проверке	341516	9
Добрый день. Премии непроизводственного характера входят в средний заработок?	600239	9
ККТ при продаже объекта недвижимости от лица ИП физлицам	2127595	9
Добрый день. Вопрос такой. Может ли ИП быть самозанятым??	755277	9
Добрый день, нужна иформация по Военному учету для ИП	1929451	9
Здравствуйте не могу найти онлайн расчетчик компенсации при увольнении	2410885	9
Добрый день! Для прослеживаемости товара обязательно получить электронную СФ?	2154284	9
Доброе Утро!!! Подскажите как правильно уволить человека за прогулы?	2364559	9
Добрый день. Как снизить выплаты по налогам и взносам	6827718	9
соглашение об уступке права собственности авто лизинга физ лицу	20523904	9
Здравствуйте! Подскажите как оформить единовременное пособие на рождение ребенка.	3815972	9
Здравствуйте. Какими проводками отразить выход участника из состава учредителей?	4524827	9
Добрый день, нужно заявление на возврат госпошлины в налоговую.	792924	9
как изменится работа с эцп с 1 сентября 2023г	8530574	9
Добрый день помогите составить платежку на ЕНС за июль	1795471	9
Пример уведомления об исчисленных суммах налогов за август 2023	751980	9
Добрый день! Прошу выслать комплект регламентов для работы бухгалтерии	9500754	9
Добрый день, подскажите пожалуйста как сменить директора в ООО.	16210087	9
Добрый день! В августе нужно подавать уведомление по НДС?	2190517	9
нужно ли подавать нулевые уведомления по ндфл и страх.взносам?	18215849	9
Добрый день . Как составить уведомление по транспортному налогу	5162088	9
Доверенность на право подписи документов за генерального директора образец	290271	9
Здравствуйте. Подскажите, пожалуйста, к какой амортизационной группе относится сервер	1696621	9
Как перечислять НДФЛ с превышения 15% на единый счет?	9975031	9
что из банкетного обслуживания входит в представительские расходы ?	7791634	9
Добрый день, можно директору- учредителю не начислять зарплату ?	5380493	9
Добрый день. Подскажите, пожалуйста, как правильно подать уточненное уведомление	1590629	9
Добрый день. Подскажите с 2023г сроки оплаты страховых взносов	12741875	9
добрый день, выплата по ГПХ договору какими налогами облагается?	136876	9
Добрый день. Подскажите как законно снизить налоги и взносы?	5711773	9
образец уведомления по обособленному подразделению в части уплаты ндфл	9282826	9
